event_id,session_id,event_type,event_time,order_id,revenue
46,16,page_view,2024-08-04T04:04,,0.0
47,16,page_view,2024-08-04T04:03,,0.0
48,16,page_view,2024-08-04T03:58,,0.0
49,17,page_view,2025-04-14T05:27,,0.0
50,17,page_view,2025-04-14T05:30,,0.0
51,17,page_view,2025-04-14T05:35,,0.0
52,17,page_view,2025-04-14T05:30,,0.0
53,17,page_view,2025-04-14T05:39,,0.0
54,18,page_view,2024-10-23T07:58,,0.0
55,18,add_to_cart,2024-10-23T08:03,,0.0
56,19,page_view,2024-04-20T12:42,,0.0
57,19,page_view,2024-04-20T12:46,,0.0
58,19,page_view,2024-04-20T12:46,,0.0
59,20,page_view,2025-03-22T07:43,,0.0
60,20,page_view,2025-03-22T07:46,,0.0
61,21,page_view,2025-09-06T10:47,,0.0
62,21,page_view,2025-09-06T10:49,,0.0
63,21,page_view,2025-09-06T10:55,,0.0
64,21,page_view,2025-09-06T11:02,,0.0
65,21,page_view,2025-09-06T11:07,,0.0
66,22,page_view,2024-12-08T16:32,,0.0
67,22,page_view,2024-12-08T16:37,,0.0
68,22,add_to_cart,2024-12-08T16:39,,0.0
69,23,page_view,2025-02-06T06:49,,0.0
70,23,page_view,2025-02-06T06:51,,0.0
71,24,page_view,2024-05-21T19:20,,0.0
72,24,page_view,2024-05-21T19:21,,0.0
73,24,page_view,2024-05-21T19:26,,0.0
74,25,page_view,2024-03-06T07:01,,0.0
75,25,page_view,2024-03-06T07:03,,0.0
76,25,page_view,2024-03-06T07:09,,0.0
77,26,page_view,2024-05-28T17:39,,0.0
78,27,page_view,2025-07-01T13:47,,0.0
79,27,page_view,2025-07-01T13:50,,0.0
80,27,add_to_cart,2025-07-01T13:57,,0.0
81,28,page_view,2025-07-24T22:00,,0.0
82,28,page_view,2025-07-24T22:01,,0.0
83,28,page_view,2025-07-24T22:06,,0.0
84,28,page_view,2025-07-24T22:12,,0.0
85,28,page_view,2025-07-24T22:04,,0.0
86,29,page_view,2024-06-12T15:36,,0.0
87,29,page_view,2024-06-12T15:41,,0.0
88,29,page_view,2024-06-12T15:46,,0.0
89,30,page_view,2025-10-14T06:47,,0.0
90,31,page_view,2024-01-28T21:42,,0.0
91,31,page_view,2024-01-28T21:45,,0.0
92,31,add_to_cart,2024-01-28T21:48,,0.0
93,32,page_view,2025-01-14T06:06,,0.0
94,32,page_view,2025-01-14T06:09,,0.0
95,32,page_view,2025-01-14T06:08,,0.0
96,32,add_to_cart,2025-01-14T06:10,,0.0
97,33,page_view,2025-07-16T05:35,,0.0
98,33,page_view,2025-07-16T05:39,,0.0
99,33,page_view,2025-07-16T05:45,,0.0
100,33,page_view,2025-07-16T05:44,,0.0
101,33,page_view,2025-07-16T05:39,,0.0
102,34,page_view,2025-05-06T04:01,,0.0
103,34,page_view,2025-05-06T04:03,,0.0
104,35,page_view,2025-04-03T13:08,,0.0
105,35,page_view,2025-04-03T13:12,,0.0
106,35,page_view,2025-04-03T13:18,,0.0
107,35,page_view,2025-04-03T13:23,,0.0
108,36,page_view,2025-01-20T05:43,,0.0
109,36,page_view,2025-01-20T05:46,,0.0
110,36,page_view,2025-01-20T05:51,,0.0
111,36,page_view,2025-01-20T05:58,,0.0
112,36,page_view,2025-01-20T05:51,,0.0
113,37,page_view,2024-10-29T14:24,,0.0
114,38,page_view,2025-06-05T03:15,,0.0
115,38,page_view,2025-06-05T03:18,,0.0
116,38,page_view,2025-06-05T03:25,,0.0
117,38,page_view,2025-06-05T03:21,,0.0
118,39,page_view,2024-08-01T15:41,,0.0
119,39,page_view,2024-08-01T15:44,,0.0
120,39,page_view,2024-08-01T15:51,,0.0
121,39,page_view,2024-08-01T15:44,,0.0
122,39,page_view,2024-08-01T15:49,,0.0
123,40,page_view,2025-06-27T20:20,,0.0
124,40,page_view,2025-06-27T20:22,,0.0
125,40,page_view,2025-06-27T20:24,,0.0
126,40,page_view,2025-06-27T20:29,,0.0
127,40,page_view,2025-06-27T20:40,,0.0
128,40,add_to_cart,2025-06-27T20:26,,0.0
129,41,page_view,2024-04-01T16:47,,0.0
130,42,page_view,2025-08-25T10:55,,0.0
131,42,page_view,2025-08-25T10:56,,0.0
132,42,add_to_cart,2025-08-25T11:09,,0.0
133,42,purchase,2025-08-25T11:20,10243,3970.0
134,43,page_view,2025-07-04T00:50,,0.0
135,43,page_view,2025-07-04T00:51,,0.0
136,43,page_view,2025-07-04T00:58,,0.0
137,43,page_view,2025-07-04T01:02,,0.0
138,44,page_view,2024-01-08T04:02,,0.0
139,44,add_to_cart,2024-01-08T04:16,,0.0
140,45,page_view,2024-10-24T09:12,,0.0
141,45,page_view,2024-10-24T09:13,,0.0
142,45,page_view,2024-10-24T09:22,,0.0
143,45,page_view,2024-10-24T09:15,,0.0
144,46,page_view,2024-11-15T21:26,,0.0
145,46,add_to_cart,2024-11-15T21:41,,0.0
146,47,page_view,2024-03-30T19:15,,0.0
147,47,page_view,2024-03-30T19:16,,0.0
148,48,page_view,2024-08-16T13:28,,0.0
149,48,page_view,2024-08-16T13:30,,0.0
150,48,page_view,2024-08-16T13:30,,0.0
151,48,page_view,2024-08-16T13:43,,0.0
152,49,page_view,2025-09-05T18:21,,0.0
153,49,page_view,2025-09-05T18:26,,0.0
154,49,add_to_cart,2025-09-05T18:23,,0.0
155,50,page_view,2025-01-12T18:00,,0.0
156,50,page_view,2025-01-12T18:04,,0.0
157,50,page_view,2025-01-12T18:04,,0.0
158,50,add_to_cart,2025-01-12T18:06,,0.0
159,51,page_view,2024-08-10T02:24,,0.0
160,51,page_view,2024-08-10T02:27,,0.0
161,51,page_view,2024-08-10T02:26,,0.0
162,51,page_view,2024-08-10T02:39,,0.0
163,51,page_view,2024-08-10T02:44,,0.0
164,51,purchase,2024-08-10T02:41,17560,8202.3
165,52,page_view,2024-05-10T14:47,,0.0
166,52,page_view,2024-05-10T14:48,,0.0
167,52,page_view,2024-05-10T14:51,,0.0
168,52,page_view,2024-05-10T14:59,,0.0
169,52,add_to_cart,2024-05-10T14:50,,0.0
170,53,page_view,2025-12-16T09:48,,0.0
171,54,page_view,2025-01-18T19:49,,0.0
172,54,page_view,2025-01-18T19:50,,0.0
173,54,page_view,2025-01-18T19:51,,0.0
174,54,page_view,2025-01-18T19:55,,0.0
175,55,page_view,2024-10-26T16:23,,0.0
176,55,page_view,2024-10-26T16:27,,0.0
177,55,page_view,2024-10-26T16:33,,0.0
178,55,page_view,2024-10-26T16:38,,0.0
179,55,page_view,2024-10-26T16:43,,0.0
180,56,page_view,2025-04-18T00:22,,0.0
181,56,page_view,2025-04-18T00:25,,0.0
182,56,page_view,2025-04-18T00:28,,0.0
183,56,page_view,2025-04-18T00:25,,0.0
184,57,page_view,2025-11-21T02:44,,0.0
185,57,page_view,2025-11-21T02:46,,0.0
186,57,purchase,2025-11-21T03:09,16648,837.0
187,58,page_view,2025-10-20T07:48,,0.0
188,58,page_view,2025-10-20T07:51,,0.0
189,58,page_view,2025-10-20T07:50,,0.0
190,58,page_view,2025-10-20T07:57,,0.0
191,59,page_view,2024-06-24T19:57,,0.0
192,59,page_view,2024-06-24T19:59,,0.0
193,59,page_view,2024-06-24T20:03,,0.0
194,59,page_view,2024-06-24T20:06,,0.0
195,59,page_view,2024-06-24T20:01,,0.0
196,59,add_to_cart,2024-06-24T20:12,,0.0
197,60,page_view,2025-05-26T20:11,,0.0
198,60,page_view,2025-05-26T20:13,,0.0
199,60,page_view,2025-05-26T20:15,,0.0
200,60,page_view,2025-05-26T20:20,,0.0
201,60,page_view,2025-05-26T20:31,,0.0
202,61,page_view,2024-06-09T02:22,,0.0
203,62,page_view,2025-07-01T16:57,,0.0
204,62,page_view,2025-07-01T17:02,,0.0
205,62,page_view,2025-07-01T17:05,,0.0
206,62,page_view,2025-07-01T17:06,,0.0
207,62,add_to_cart,2025-07-01T17:03,,0.0
208,62,purchase,2025-07-01T17:09,17557,837.9
209,63,page_view,2025-09-12T09:01,,0.0
210,63,page_view,2025-09-12T09:06,,0.0
211,63,page_view,2025-09-12T09:07,,0.0
212,63,page_view,2025-09-12T09:13,,0.0
213,64,page_view,2025-09-10T20:34,,0.0
214,64,page_view,2025-09-10T20:35,,0.0
215,64,page_view,2025-09-10T20:42,,0.0
216,65,page_view,2025-05-22T22:17,,0.0
217,65,page_view,2025-05-22T22:22,,0.0
218,65,page_view,2025-05-22T22:21,,0.0
219,66,page_view,2025-03-01T04:49,,0.0
220,66,page_view,2025-03-01T04:54,,0.0
221,66,page_view,2025-03-01T04:57,,0.0
222,66,page_view,2025-03-01T04:58,,0.0
223,66,page_view,2025-03-01T05:09,,0.0
224,67,page_view,2024-08-24T20:49,,0.0
225,67,page_view,2024-08-24T20:51,,0.0
226,67,page_view,2024-08-24T20:51,,0.0
227,67,page_view,2024-08-24T20:58,,0.0
228,67,page_view,2024-08-24T21:01,,0.0
229,68,page_view,2025-06-08T00:33,,0.0
230,68,page_view,2025-06-08T00:36,,0.0
231,68,page_view,2025-06-08T00:37,,0.0
232,68,add_to_cart,2025-06-08T00:38,,0.0
233,69,page_view,2024-04-01T09:17,,0.0
234,69,page_view,2024-04-01T09:20,,0.0
235,69,page_view,2024-04-01T09:27,,0.0
236,69,page_view,2024-04-01T09:26,,0.0
237,69,add_to_cart,2024-04-01T09:26,,0.0
238,70,page_view,2024-11-17T04:53,,0.0
239,70,page_view,2024-11-17T04:58,,0.0
240,70,add_to_cart,2024-11-17T05:03,,0.0
241,70,purchase,2024-11-17T04:56,10950,2252.7
242,71,page_view,2025-03-01T20:41,,0.0
243,71,page_view,2025-03-01T20:43,,0.0
244,71,page_view,2025-03-01T20:43,,0.0
245,71,page_view,2025-03-01T20:50,,0.0
246,71,page_view,2025-03-01T20:57,,0.0
247,72,page_view,2025-11-28T22:14,,0.0
248,72,page_view,2025-11-28T22:17,,0.0
249,72,page_view,2025-11-28T22:20,,0.0
250,72,page_view,2025-11-28T22:26,,0.0
251,72,page_view,2025-11-28T22:30,,0.0
252,73,page_view,2025-12-11T15:02,,0.0
253,73,page_view,2025-12-11T15:04,,0.0
254,73,page_view,2025-12-11T15:10,,0.0
255,73,page_view,2025-12-11T15:17,,0.0
256,74,page_view,2025-01-26T11:20,,0.0
257,74,page_view,2025-01-26T11:25,,0.0
258,74,page_view,2025-01-26T11:28,,0.0
259,74,page_view,2025-01-26T11:32,,0.0
260,74,page_view,2025-01-26T11:28,,0.0
261,75,page_view,2025-01-18T03:30,,0.0
262,75,page_view,2025-01-18T03:32,,0.0
263,75,add_to_cart,2025-01-18T03:36,,0.0
264,76,page_view,2024-06-24T21:50,,0.0
265,76,page_view,2024-06-24T21:53,,0.0
266,76,page_view,2024-06-24T21:58,,0.0
267,76,page_view,2024-06-24T21:53,,0.0
268,76,page_view,2024-06-24T22:06,,0.0
269,77,page_view,2025-12-20T23:42,,0.0
270,77,page_view,2025-12-20T23:46,,0.0
271,78,page_view,2025-07-05T11:45,,0.0
272,79,page_view,2024-07-22T19:13,,0.0
273,79,page_view,2024-07-22T19:14,,0.0
274,79,page_view,2024-07-22T19:23,,0.0
275,79,page_view,2024-07-22T19:22,,0.0
276,79,page_view,2024-07-22T19:25,,0.0
277,80,page_view,2025-10-08T11:47,,0.0
278,80,page_view,2025-10-08T11:51,,0.0
279,80,page_view,2025-10-08T11:53,,0.0
280,81,page_view,2024-10-23T19:37,,0.0
281,81,page_view,2024-10-23T19:39,,0.0
282,81,page_view,2024-10-23T19:45,,0.0
283,81,page_view,2024-10-23T19:43,,0.0
284,82,page_view,2025-04-24T11:47,,0.0
285,82,page_view,2025-04-24T11:50,,0.0
286,82,page_view,2025-04-24T11:57,,0.0
287,82,page_view,2025-04-24T12:02,,0.0
288,82,page_view,2025-04-24T11:55,,0.0
289,83,page_view,2024-09-21T17:27,,0.0
290,83,page_view,2024-09-21T17:32,,0.0
291,83,page_view,2024-09-21T17:31,,0.0
292,83,page_view,2024-09-21T17:36,,0.0
293,84,page_view,2024-10-11T10:16,,0.0
294,84,page_view,2024-10-11T10:17,,0.0
295,84,page_view,2024-10-11T10:24,,0.0
296,84,page_view,2024-10-11T10:28,,0.0
297,85,page_view,2024-01-02T09:17,,0.0
298,86,page_view,2025-04-12T08:02,,0.0
299,86,page_view,2025-04-12T08:05,,0.0
300,86,page_view,2025-04-12T08:10,,0.0
301,86,page_view,2025-04-12T08:08,,0.0
302,87,page_view,2024-09-08T04:54,,0.0
303,87,page_view,2024-09-08T04:56,,0.0
304,87,page_view,2024-09-08T04:58,,0.0
305,87,page_view,2024-09-08T05:00,,0.0
306,88,page_view,2025-07-11T08:48,,0.0
307,89,page_view,2024-01-02T11:35,,0.0
308,89,page_view,2024-01-02T11:37,,0.0
309,89,add_to_cart,2024-01-02T11:45,,0.0
310,90,page_view,2025-11-12T02:08,,0.0
311,90,purchase,2025-11-12T02:22,18058,1002.0
312,91,page_view,2024-05-30T21:57,,0.0
313,91,page_view,2024-05-30T22:00,,0.0
314,91,page_view,2024-05-30T22:07,,0.0
315,91,page_view,2024-05-30T22:12,,0.0
316,91,page_view,2024-05-30T22:13,,0.0
317,92,page_view,2024-05-16T12:42,,0.0
318,92,page_view,2024-05-16T12:45,,0.0
319,92,page_view,2024-05-16T12:52,,0.0
320,92,purchase,2024-05-16T12:48,18961,2313.3
321,93,page_view,2025-07-15T13:33,,0.0
322,93,page_view,2025-07-15T13:37,,0.0
323,93,page_view,2025-07-15T13:41,,0.0
324,93,page_view,2025-07-15T13:36,,0.0
325,93,page_view,2025-07-15T13:49,,0.0
326,94,page_view,2024-08-17T21:54,,0.0
327,94,page_view,2024-08-17T21:58,,0.0
328,94,page_view,2024-08-17T22:00,,0.0
329,94,page_view,2024-08-17T22:06,,0.0
330,94,page_view,2024-08-17T22:10,,0.0
331,94,add_to_cart,2024-08-17T21:59,,0.0
332,95,page_view,2025-07-21T03:25,,0.0
333,95,page_view,2025-07-21T03:29,,0.0
334,96,page_view,2024-03-05T22:49,,0.0
335,97,page_view,2024-08-10T13:18,,0.0
336,98,page_view,2025-07-25T16:25,,0.0
337,98,page_view,2025-07-25T16:26,,0.0
338,98,page_view,2025-07-25T16:27,,0.0
339,98,add_to_cart,2025-07-25T16:34,,0.0
340,99,page_view,2024-10-29T10:27,,0.0
341,99,page_view,2024-10-29T10:32,,0.0
342,100,page_view,2024-01-11T01:43,,0.0
343,100,page_view,2024-01-11T01:47,,0.0
344,101,page_view,2024-05-25T18:32,,0.0
345,102,page_view,2025-07-04T19:20,,0.0
346,102,page_view,2025-07-04T19:22,,0.0
347,102,page_view,2025-07-04T19:28,,0.0
348,103,page_view,2024-01-12T16:38,,0.0
349,103,page_view,2024-01-12T16:43,,0.0
350,103,page_view,2024-01-12T16:44,,0.0
351,103,page_view,2024-01-12T16:50,,0.0
352,103,page_view,2024-01-12T16:42,,0.0
353,104,page_view,2024-09-14T16:46,,0.0
354,104,page_view,2024-09-14T16:48,,0.0
355,104,page_view,2024-09-14T16:54,,0.0
356,104,page_view,2024-09-14T16:49,,0.0
357,105,page_view,2024-02-06T16:53,,0.0
358,105,page_view,2024-02-06T16:55,,0.0
359,106,page_view,2024-11-19T10:15,,0.0
360,107,page_view,2024-11-14T09:22,,0.0
361,107,page_view,2024-11-14T09:25,,0.0
362,107,page_view,2024-11-14T09:30,,0.0
363,107,page_view,2024-11-14T09:28,,0.0
364,108,page_view,2025-07-21T07:37,,0.0
365,108,page_view,2025-07-21T07:41,,0.0
366,108,page_view,2025-07-21T07:39,,0.0
367,109,page_view,2025-01-26T16:33,,0.0
368,109,page_view,2025-01-26T16:37,,0.0
369,110,page_view,2025-08-31T14:33,,0.0
370,110,page_view,2025-08-31T14:38,,0.0
371,110,page_view,2025-08-31T14:41,,0.0
372,110,page_view,2025-08-31T14:39,,0.0
373,110,page_view,2025-08-31T14:53,,0.0
374,111,page_view,2024-03-12T03:23,,0.0
375,111,purchase,2024-03-12T03:47,18048,6887.5
376,112,page_view,2025-09-16T01:08,,0.0
377,112,page_view,2025-09-16T01:09,,0.0
378,112,page_view,2025-09-16T01:14,,0.0
379,112,page_view,2025-09-16T01:14,,0.0
380,112,page_view,2025-09-16T01:20,,0.0
381,112,add_to_cart,2025-09-16T01:20,,0.0
382,113,page_view,2025-06-19T05:59,,0.0
383,113,page_view,2025-06-19T06:02,,0.0
384,114,page_view,2024-02-13T23:40,,0.0
385,114,page_view,2024-02-13T23:42,,0.0
386,114,page_view,2024-02-13T23:44,,0.0
387,115,page_view,2025-04-03T05:40,,0.0
388,115,page_view,2025-04-03T05:45,,0.0
389,115,page_view,2025-04-03T05:42,,0.0
390,115,page_view,2025-04-03T05:49,,0.0
391,115,page_view,2025-04-03T05:56,,0.0
392,116,page_view,2024-05-17T21:35,,0.0
393,116,page_view,2024-05-17T21:40,,0.0
394,116,page_view,2024-05-17T21:43,,0.0
395,116,page_view,2024-05-17T21:41,,0.0
396,116,add_to_cart,2024-05-17T21:43,,0.0
397,117,page_view,2024-12-17T09:57,,0.0
398,117,page_view,2024-12-17T10:02,,0.0
399,117,page_view,2024-12-17T10:05,,0.0
400,117,page_view,2024-12-17T10:06,,0.0
401,117,add_to_cart,2024-12-17T10:08,,0.0
402,118,page_view,2025-03-21T03:41,,0.0
403,118,page_view,2025-03-21T03:42,,0.0
404,118,page_view,2025-03-21T03:43,,0.0
405,118,page_view,2025-03-21T03:53,,0.0
406,119,page_view,2025-08-19T09:47,,0.0
407,119,page_view,2025-08-19T09:50,,0.0
408,120,page_view,2024-11-19T22:48,,0.0
409,121,page_view,2025-07-20T23:40,,0.0
410,121,page_view,2025-07-20T23:45,,0.0
411,121,page_view,2025-07-20T23:44,,0.0
412,121,page_view,2025-07-20T23:52,,0.0
413,122,page_view,2024-11-03T21:33,,0.0
414,122,add_to_cart,2024-11-03T21:37,,0.0
415,122,purchase,2024-11-03T21:57,4547,5312.0
416,123,page_view,2024-05-12T04:04,,0.0
417,123,page_view,2024-05-12T04:06,,0.0
418,123,page_view,2024-05-12T04:14,,0.0
419,123,page_view,2024-05-12T04:16,,0.0
420,123,page_view,2024-05-12T04:12,,0.0
421,123,add_to_cart,2024-05-12T04:10,,0.0
422,124,page_view,2024-10-08T05:00,,0.0
423,125,page_view,2024-03-06T20:10,,0.0
424,125,page_view,2024-03-06T20:15,,0.0
425,126,page_view,2024-04-28T16:58,,0.0
426,126,page_view,2024-04-28T16:59,,0.0
427,126,page_view,2024-04-28T17:02,,0.0
428,126,page_view,2024-04-28T17:01,,0.0
429,126,page_view,2024-04-28T17:06,,0.0
430,127,page_view,2025-06-11T14:46,,0.0
431,127,page_view,2025-06-11T14:47,,0.0
432,127,add_to_cart,2025-06-11T14:52,,0.0
433,128,page_view,2024-12-17T06:02,,0.0
434,129,page_view,2025-10-01T12:43,,0.0
435,129,page_view,2025-10-01T12:45,,0.0
436,129,page_view,2025-10-01T12:51,,0.0
437,129,page_view,2025-10-01T12:58,,0.0
438,129,page_view,2025-10-01T12:55,,0.0
439,130,page_view,2024-10-23T07:23,,0.0
440,130,page_view,2024-10-23T07:24,,0.0
441,130,page_view,2024-10-23T07:25,,0.0
442,130,page_view,2024-10-23T07:38,,0.0
443,130,page_view,2024-10-23T07:35,,0.0
444,130,add_to_cart,2024-10-23T07:38,,0.0
445,131,page_view,2024-09-13T14:38,,0.0
446,131,page_view,2024-09-13T14:41,,0.0
447,132,page_view,2024-10-16T14:24,,0.0
448,132,page_view,2024-10-16T14:28,,0.0
449,132,page_view,2024-10-16T14:30,,0.0
450,133,page_view,2024-05-29T16:25,,0.0
451,133,page_view,2024-05-29T16:26,,0.0
452,133,page_view,2024-05-29T16:27,,0.0
453,133,page_view,2024-05-29T16:28,,0.0
454,133,page_view,2024-05-29T16:33,,0.0
455,134,page_view,2025-10-09T20:43,,0.0
456,134,page_view,2025-10-09T20:44,,0.0
457,135,page_view,2025-04-09T00:55,,0.0
458,135,page_view,2025-04-09T00:58,,0.0
459,135,page_view,2025-04-09T01:03,,0.0
460,136,page_view,2024-07-02T02:34,,0.0
461,136,page_view,2024-07-02T02:38,,0.0
462,136,page_view,2024-07-02T02:42,,0.0
463,136,page_view,2024-07-02T02:46,,0.0
464,136,page_view,2024-07-02T02:46,,0.0
465,137,page_view,2024-06-08T12:35,,0.0
466,137,page_view,2024-06-08T12:40,,0.0
467,137,page_view,2024-06-08T12:43,,0.0
468,137,page_view,2024-06-08T12:44,,0.0
469,137,page_view,2024-06-08T12:43,,0.0
470,138,page_view,2025-04-27T14:04,,0.0
471,138,page_view,2025-04-27T14:07,,0.0
472,138,page_view,2025-04-27T14:06,,0.0
473,138,page_view,2025-04-27T14:13,,0.0
474,138,page_view,2025-04-27T14:12,,0.0
475,138,add_to_cart,2025-04-27T14:14,,0.0
476,139,page_view,2024-01-30T03:00,,0.0
477,139,page_view,2024-01-30T03:05,,0.0
478,139,page_view,2024-01-30T03:06,,0.0
479,139,page_view,2024-01-30T03:06,,0.0
480,139,page_view,2024-01-30T03:20,,0.0
481,139,add_to_cart,2024-01-30T03:02,,0.0
482,140,page_view,2025-11-04T20:12,,0.0
483,140,page_view,2025-11-04T20:17,,0.0
484,140,page_view,2025-11-04T20:18,,0.0
485,140,page_view,2025-11-04T20:15,,0.0
486,140,page_view,2025-11-04T20:24,,0.0
487,140,purchase,2025-11-04T20:21,12524,9224.25
488,141,page_view,2025-10-26T16:48,,0.0
489,141,add_to_cart,2025-10-26T16:58,,0.0
490,142,page_view,2025-12-22T17:41,,0.0
491,142,page_view,2025-12-22T17:44,,0.0
492,142,page_view,2025-12-22T17:47,,0.0
493,142,page_view,2025-12-22T17:53,,0.0
494,142,add_to_cart,2025-12-22T17:47,,0.0
495,142,purchase,2025-12-22T18:02,11103,4409.9
496,143,page_view,2024-09-14T16:01,,0.0
497,143,page_view,2024-09-14T16:02,,0.0
498,143,page_view,2024-09-14T16:11,,0.0
499,143,page_view,2024-09-14T16:07,,0.0
500,143,page_view,2024-09-14T16:17,,0.0
501,144,page_view,2025-04-09T04:25,,0.0
502,144,page_view,2025-04-09T04:28,,0.0
503,144,page_view,2025-04-09T04:33,,0.0
504,144,page_view,2025-04-09T04:40,,0.0
505,145,page_view,2024-12-10T07:24,,0.0
506,145,page_view,2024-12-10T07:25,,0.0
507,146,page_view,2024-02-02T22:18,,0.0
508,146,page_view,2024-02-02T22:19,,0.0
509,146,page_view,2024-02-02T22:26,,0.0
510,146,page_view,2024-02-02T22:21,,0.0
511,147,page_view,2024-05-10T21:00,,0.0
512,147,page_view,2024-05-10T21:03,,0.0
513,148,page_view,2025-10-02T13:16,,0.0
514,148,page_view,2025-10-02T13:21,,0.0
515,148,page_view,2025-10-02T13:26,,0.0
516,148,page_view,2025-10-02T13:25,,0.0
517,149,page_view,2025-03-18T09:55,,0.0
518,149,page_view,2025-03-18T09:57,,0.0
519,149,page_view,2025-03-18T09:57,,0.0
520,149,page_view,2025-03-18T10:04,,0.0
521,149,add_to_cart,2025-03-18T10:01,,0.0
522,150,page_view,2025-10-13T20:40,,0.0
523,150,page_view,2025-10-13T20:45,,0.0
524,150,page_view,2025-10-13T20:50,,0.0
525,150,page_view,2025-10-13T20:46,,0.0
526,150,add_to_cart,2025-10-13T20:54,,0.0
527,151,page_view,2025-08-31T01:43,,0.0
528,151,page_view,2025-08-31T01:47,,0.0
529,151,page_view,2025-08-31T01:49,,0.0
530,152,page_view,2024-03-28T22:29,,0.0
531,152,page_view,2024-03-28T22:32,,0.0
532,152,page_view,2024-03-28T22:35,,0.0
533,152,page_view,2024-03-28T22:44,,0.0
534,152,page_view,2024-03-28T22:37,,0.0
535,153,page_view,2025-12-16T03:42,,0.0
536,153,page_view,2025-12-16T03:47,,0.0
537,154,page_view,2024-05-15T09:15,,0.0
538,154,page_view,2024-05-15T09:16,,0.0
539,154,page_view,2024-05-15T09:17,,0.0
540,154,page_view,2024-05-15T09:21,,0.0
541,155,page_view,2025-06-07T09:43,,0.0
542,155,page_view,2025-06-07T09:46,,0.0
543,155,page_view,2025-06-07T09:47,,0.0
544,156,page_view,2024-06-12T15:59,,0.0
545,156,page_view,2024-06-12T16:04,,0.0
546,157,page_view,2024-10-19T14:13,,0.0
547,157,page_view,2024-10-19T14:14,,0.0
548,157,page_view,2024-10-19T14:19,,0.0
549,157,page_view,2024-10-19T14:16,,0.0
550,157,add_to_cart,2024-10-19T14:25,,0.0
551,158,page_view,2025-02-17T16:44,,0.0
552,158,page_view,2025-02-17T16:46,,0.0
553,158,page_view,2025-02-17T16:46,,0.0
554,159,page_view,2025-09-07T10:42,,0.0
555,159,page_view,2025-09-07T10:46,,0.0
556,159,page_view,2025-09-07T10:52,,0.0
557,159,page_view,2025-09-07T10:48,,0.0
558,159,page_view,2025-09-07T10:54,,0.0
559,159,add_to_cart,2025-09-07T10:45,,0.0
560,160,page_view,2025-12-25T11:19,,0.0
561,160,page_view,2025-12-25T11:24,,0.0
562,160,page_view,2025-12-25T11:21,,0.0
563,160,page_view,2025-12-25T11:34,,0.0
564,160,page_view,2025-12-25T11:31,,0.0
565,161,page_view,2025-10-06T22:35,,0.0
566,161,page_view,2025-10-06T22:37,,0.0
567,161,page_view,2025-10-06T22:45,,0.0
568,161,page_view,2025-10-06T22:38,,0.0
569,162,page_view,2024-10-16T06:25,,0.0
570,162,page_view,2024-10-16T06:30,,0.0
571,162,page_view,2024-10-16T06:29,,0.0
572,163,page_view,2025-11-16T15:09,,0.0
573,163,page_view,2025-11-16T15:11,,0.0
574,163,page_view,2025-11-16T15:17,,0.0
575,163,page_view,2025-11-16T15:24,,0.0
